url,image_url,amount_raised,description,days_running
https://www.gofundme.com/f/helping-a-family-of-strays,https://d2g8igdw686xgo.cloudfront.net/95909543_1761250457566583_r.png,1165,"Donation protected


This Saturday, we’re vaccinating a mom and her 7 puppies who have been living outside their whole lives.

They have an owner who loves them in his own way, but thanks to patient outreach, he’s agreed to let us vaccinate, and spay and neuter the entire family. He’s also allowing us to rehome four of the puppies while he keeps the rest safely contained in a brand new fenced yard with shelter.




Read more
React",2
https://www.gofundme.com/f/help-save-mama-yuki-and-her-baby-kittens,https://d2g8igdw686xgo.cloudfront.net/95858807_176111163662514_r.png,520,"Donation protected
My roommate and I first met Yuki as a tiny stray kitten back in May. She quickly stole our hearts, and we began feeding her every day. Over time, we noticed her little belly growing and her behavior changing, and we soon realized she was pregnant. At such a young age and a kitty with no home, she was at risk.

We reached out to every shelter we could, but we were met with the same heartbreaking responses: “We’re full” or “There’s nothing we can do.” When we finally got an appo",4
https://www.gofundme.com/f/help-bubba-get-neutered-and-vaccinated,https://d2g8igdw686xgo.cloudfront.net/95790431_1760921876180785_r.png,230,"Donation protected
My name is Nora and I sometimes see a beautiful stray cat in my neighborhood. I call him Bubba. I have been trying to catch him all summer and finally was able to tonight. Because of the amount of strays in my neighborhood, I need to get him neutered and vaccinated. Surgical procedures are very expensive, but this one is also very important. I hope that this will help him find a home, but at the very least, it will help with the amount of stray cats.

Can you help me raise mon",7
https://www.gofundme.com/f/support-teddys-fight-for-life,https://d2g8igdw686xgo.cloudfront.net/95651457_1760497094252027_r.png,12000,"Donation protected
to know teddy is to love him. On October 14th, Teddy gave us the scare of a lifetime and needed to be rushed to the emergency vet. Upon getting there, we were informed that we had to make a choice- to put him down or to have him undergo life saving surgery. Teddy had a tumor on his spleen that ruptured and was bleeding into his abdomen. Teddy is a gift to this world and we couldn’t imagine not fighting for him. Unfortunately, we do not have pet insurance and at a minimum, this",12
https://www.gofundme.com/f/help-ryders-dog-thurman-get-back-on-his-paws,https://d2g8igdw686xgo.cloudfront.net/95898811_1761230205827200_r.png,5000,"Donation protected
The Maciaszek family's sweet dog, Thurman, needs surgery after getting something stuck in his intestine. The procedure will cost over $5,000 and this amazing family has already been through so much with Ryder, they don't need this extra stress on top of everything else.

Thurman is Ryder's loyal therapy dog, always by his side! Ryder's Army, let's help Thurman get healthy and back to doing what he does best; being Ryder's best buddy!
React",3
https://www.gofundme.com/f/donate-to-bring-a-bunny-home,https://d2g8igdw686xgo.cloudfront.net/95913447_176125859060355_r.png,250,"Donation protected
I would love to adopt this bunny. I am working to save up as much as I can in the next 2 weeks to get him and all the equipment he needs. I would love and appreciate anyone’s help! :)) I only have 2 weeks starting Saturday to pay for it all and anything small would be helpful.
React",3
https://www.gofundme.com/f/help-katydid-get-urgent-vet-treatment,https://d2g8igdw686xgo.cloudfront.net/95756145_1760813569301977_r.png,600,"Donation protected
Hi, my name is Katydid! Late last night, I started not to feel well. I woke up this morning incredibly sick and had to be rushed to the emergency vet. I feel really bad for my mom because she takes such good care of me and I want to be able to help her pay for my treatment. If you’re able to, please donate to help both me and my mom!
React",8
https://www.gofundme.com/f/CozyCatfeCruiser,https://d2g8igdw686xgo.cloudfront.net/95091513_1760481875549247_r.png,1000,"Donation protected
The Cozy Catfe Cruiser: A Mobile Cat Lounge Experience


Who am I?
Hi, I’m Briana, an animal lover and long-time volunteer at The Cozy Catfe Rescue, a nonprofit cat café in Arlington, Texas that has helped over 420 cats find their forever homes. I’ve spent years fostering, volunteering, and supporting animal rescue, and I’ve seen firsthand how powerful it is when people connect with adoptable cats outside of a shelter setting.































Read more
React
Thi",29
https://www.gofundme.com/f/support-axels-journey-to-a-loving-family,https://d2g8igdw686xgo.cloudfront.net/95898705_1761230576279136_r.png,600,"Donation protected
AXEL (FINALLY) GOT ADOPTED!

Axel is the sweetest 3-year-old boy cat and he wants nothing more than a lap to sit on, a window to look out of, maybe a fake Sherpa rug to lounge on, and some playtime — he especially loves catnip.

He loves lazing in the sun, mealtime, and the great indoors, having been a colony cat living outside for his first few years.

Axel first appeared in a Brooklyn backyard in March 2024, where he joined a small colony of three cats. Over time, and with s",3
https://www.gofundme.com/f/help-brandie-get-lifesaving-surgery,https://d2g8igdw686xgo.cloudfront.net/94320919_1757017321529105_r.jpeg,1070,"Donation protected
Brandie is a six-year-old husky who has been a source of comfort and companionship for Amber since she adopted her in 2020. Before finding her forever home, Brandie suffered abuse and neglect, leaving her wary of new people. Over the past few years, she has formed a close bond with Amber, who has worked hard to provide Brandie with a safe and loving environment. Brandie has always been healthy, but recently, what the vet describes as a “growth” developed on her stomach. At fir",52
https://www.gofundme.com/f/bcywa-support-olives-lifesaving-surgery,https://d2g8igdw686xgo.cloudfront.net/95808877_1760995355538445_r.png,1290,"Donation protected
Olive Jacob Sorensen-Gurunathan is an angel of a feline blessed to this world for one purpose and one purpose only: being the cutest fucker on earth.

Sadly, this purpose doesn’t come without obstacles. He recently was diagnosed with orphaned kitten prepuce syndrome, a disorder that causes him the inability to pee. He’s in constant pain from the pressure buildup and has trouble using his litter box. If this goes untreated, he will have a urinary blockage and be taken from this",6
https://www.gofundme.com/f/help-barney-walk-again-surgery-needed,https://d2g8igdw686xgo.cloudfront.net/93472687_1754738330961111_r.png,3580,"Donation protected
Hello, my name is Diego Loving, and I am a young dog dad with a couple of senior citizen dogs. This campaign is for my oldest man Barney, who has recently been set back with a torn cruciate (dog version of torn ACL). His quality of life has been getting worse; first, no more walks, now no jumping on his favorite couch, and it seems to be getting more extreme. He is in dire need of surgery to correct his injury. He is 11 and still has many more good years of life after this sur",79
https://www.gofundme.com/f/6qwvn-help-maverick-get-lifesaving-surgery,https://d2g8igdw686xgo.cloudfront.net/95907959_176124755567283_r.png,2600,"Donation protected
Hello everyone and thank you for taking the time to read this,

Back in August, our sweet boy Maverick had a large lump on his right hip. We thought it was dislocated, so we took him to an emergency vet. They said it was not dislocated and it would go down in size with ice/heat therapy. It never went down, so we went ahead and took him to our regular vet. After a procedure and countless tests, it came back as an uncancerous tumor, but it is pressing on his bone and causing fib",3
https://www.gofundme.com/f/help-rip-get-his-emergency-surgery,https://d2g8igdw686xgo.cloudfront.net/95965333_1761425520389039_r.png,2244,"Donation protected
I’m raising money for my dog, Rip’s emergency surgery!
Recently, I had shoulder surgery myself so I’m currently out on disability. I also have pet insurance, but, Rip tore his ACL this year so insurance isn’t going to be able to help. The surgery plus all the diagnostic costs are insane and literally anything helps at this point.
React",1
https://www.gofundme.com/f/give-chloe-and-mrb-a-second-chance-at-life,https://d2g8igdw686xgo.cloudfront.net/95759317_1760822586940605_r.png,10000,"Donation protected
Our family is heartbroken but holding onto hope. My grandma’s three beloved dogs Bella , Chloe and Mr.B went missing in the mountains for three long days. By an absolute miracle, all three were found alive.

During those terrifying days, Chloe and Mr.B fell from a cliff, suffering serious injuries.

Chloe has a broken pelvis in three places and needs immediate surgery to walk again. Her surgery alone costs over $10,000, not including X-rays, bloodwork, pain medication, and the",8
